l,age,gender,income,education,empl_status,marital_stat,religion,job_worry,exp1_trt,exp1trt1_nc,exp1trt2_nc,exp1_dv1,exp1_dv2,ideol_lr,imp_rel,exp2_trt,exp2_dv,conf_un,leader_type,courts_confidence,Region,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Exp3,Q18_1,Q18_2,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Exp4,,Q21_1,Q21_2,Q22,Q23,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q27_1,Q27_2,Q28,Q29,Q30,Q31_1,Q31_2,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34,Q35,Q36
1574,32,2,3,4,1,1,6,2,2,,0,2,4,6,3,3,2,3,1,2,Andhra Pradesh,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Indifferent,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 1,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,4,4,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,5,5,5,5,5,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1575,21,2,2,1,1,6,7,4,1,1,,1,6,8,3,4,2,3,1,3,West Bengal,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Indifferent,Indifferent,Independence,Self-Reliance,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,6,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,6,6,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,6,6,6,5,6,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1577,48,1,3,4,3,1,6,1,2,,0,1,6,5,4,3,2,2,2,2,West Bengal,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Somewhat oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,3,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,6,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,3,3,2,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1579,63,1,5,4,3,6,6,4,1,1,,1,6,8,1,1,1,4,1,1,West Bengal,Agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,6,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,3,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,4=Approve Strongly,2,3,2,2,2,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1580,23,2,2,1,2,1,6,1,1,1,,1,7,4,1,1,1,1,2,1,Madhya Pradesh,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Support somewhat,Somewhat oppose,Independence,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,6,5,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,2,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1581,30,2,4,5,1,1,6,3,1,1,,2,2,10,1,1,2,1,2,1,Madhya Pradesh,Strongly disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,3,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,2,3,5,2,2,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1583,36,2,3,4,1,1,6,1,2,,1,2,7,10,1,1,1,2,1,1,Bihar,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,6,6,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,5,4,7,5,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1584,25,2,3,4,2,1,6,2,2,,0,1,7,6,2,3,2,2,2,2,Uttar Pradesh,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,2,6,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,2,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,3,4,1,1,1,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1587,34,2,2,0,1,1,6,1,1,1,,1,7,10,3,4,1,1,1,1,West Bengal,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,6,5,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,5,5,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,4=Approve Strongly,3=Approve Somewhat,7,6,6,5,6,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1588,27,2,9,6,8,1,6,3,2,,0,1,5,7,1,2,1,4,1,3,Chhattisgarh,Agree,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Strongly support,Independence,Obedience,To be considerate,To have good manners,Agree,Experiment 4 - Treatment 1,,6,3,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,4,4,India can trust other nations,Not at all superior,The judicial system should be directly supervised by the duly elected government in office,2=Disapprove Somewhat,3=Approve Somewhat,4,4,3,4,4,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1589,34,2,2,5,5,1,6,1,1,1,,2,6,6,2,4,2,1,1,1,Uttar Pradesh,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Somewhat oppose,Indifferent,Respect for Elders,Self-Reliance,To be considerate,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,5,6,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,1,2,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,1,4,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1590,20,2,3,5,3,6,6,2,1,1,,1,5,10,1,3,2,4,1,2,Bihar,Agree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Strongly support,Independence,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,6,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,2=Disapprove Somewhat,6,7,6,6,6,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1591,19,2,2,3,6,6,5,3,2,,1,1,4,6,1,3,2,3,2,3,Jammu and Kashmir,Strongly agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Indifferent,Support somewhat,Independence,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,5,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,4,4,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,5,3,5,4,5,Rarely,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1592,36,2,5,4,1,1,6,1,1,1,,1,7,1,2,4,2,1,2,2,West Bengal,Strongly agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,6,2,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,3,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,1,4,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1594,51,1,5,4,1,1,6,1,2,,1,1,7,10,3,3,1,3,2,1,Madhya Pradesh,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,7,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,5,4,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,4=Approve Strongly,3,1,3,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1595,48,1,9,7,6,1,6,2,2,,0,2,2,6,3,1,2,3,1,4,Uttar Pradesh,Strongly agree,Checked,Unchecked,Unchecked,Checked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,4,6,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,6,1,India can’t be too careful,Not at all superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,2=Disapprove Somewhat,1,1,2,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1596,21,2,3,4,6,6,6,1,1,1,,1,6,7,1,3,1,3,2,2,Rajasthan,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Strongly support,Independence,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,5,6,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,5,1,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,1= Disapprove strongly,3=Approve Somewhat,6,6,7,6,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1597,50,1,3,4,1,1,6,2,2,,0,2,6,6,4,3,1,4,2,1,Andhra Pradesh,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly support,Support somewhat,Respect for Elders,Obedience,To be considerate,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,4,5,2,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5,7,India can’t be too careful,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,1,4,1,1,2,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
